Name,Address,Phone
Wooster Funeral Home,"11600 N Pennsylvania Avenue, Oklahoma City, Oklahoma 73120",405-238-7574
Johnson's Funeral Directors,"5820 Nw 41st Street, Oklahoma City, Oklahoma 73122",918-287-2297
Poteet Funeral Homes,"13313 N Kelley Avenue, Oklahoma City, Oklahoma 73131",918-762-2557
Strode Funeral Home Chapel,"1133 N Robinson Avenue, Oklahoma City, Oklahoma 73103",405-547-2100
Brown Dugger Funeral Home,"6600 Broadway Extension, Oklahoma City, Oklahoma 73116",580-336-4444
Perry Funeral Home,"6600 Broadway Extension, Oklahoma City, Oklahoma 73116",580-572-9911
Paul Thomas Funeral Homes,"2601 SW 59th Street, Oklahoma City, Oklahoma 73119",(918) 673-1683
Evans & Miller Funeral Home,"2427 S Harvey Avenue, Oklahoma City, Oklahoma 73109",918-436-2415
Grace Memorial Chapel,"120 S Broadway Street, Oklahoma City, Oklahoma 73160",(580) 762-2464
Trout Funeral Home & Crmtry,"1616 Ne 36th Street, Oklahoma City, Oklahoma 73111",580-765-4411
Wilson Funeral Home,"13400 N Kelley Avenue, Oklahoma City, Oklahoma 73131",(580) 532-4222
Evans Funeral Home,"2415 N Walnut Avenue, Oklahoma City, Oklahoma 73105",(918) 647-2238
Grace Manor Funeral Home,"2424 N Oklahoma Avenue, Oklahoma City, Oklahoma 73105",918-647-3000
Parks Brothers Funeral Service,"1804 Linwood Boulevard, Oklahoma City, Oklahoma 73106",(405) 567-2237
Stephens Memorial Chapel,"2626 N Post Road, Oklahoma City, Oklahoma 73141",918-825-4550
Wadley's Funeral Service,"5500 SW 11th Street, Oklahoma City, Oklahoma 73128",405-527-6687
Wilson-Little Funeral Home,"500 SW 104th Street, Oklahoma City, Oklahoma 73139",405-527-6543
Hunn & Black Funeral Home,"2936 Ne 36th Street, Oklahoma City, Oklahoma 73111",(918) 469-3363
Mallory Funeral Home,"6001 NW Grand Boulevard, Oklahoma City, Oklahoma 73118",(918) 469-2111
Alexander Funeral Home,"3900 SE 29th Street, Oklahoma City, Oklahoma 73115",(580) 662-2476
Spivey Reser Funeral Homes,"14624 N May Avenue, Oklahoma City, Oklahoma 73134",(580) 662-2255
Agent Funeral Home,"2801 N Kelley Avenue, Oklahoma City, Oklahoma 73111",918-427-2751
Callaway-Smith-Cobb Chapel,"6934 S Western Avenue, Oklahoma City, Oklahoma 73139",(580) 476-3403
Agent Funeral Home,"6934 S Western Avenue, Oklahoma City, Oklahoma 73139",918-775-4414
Mallory Funeral Home,"4000 SW 119th Street, Oklahoma City, Oklahoma 73173",(918) 775-4446
Mark Griffith Memorial Funeral Home,"6006 Nw Grand Boulevard, Oklahoma City, Oklahoma 73118",(918) 245-8898
Mobley-Dodson Funeral Service,"1601 N Wood Drive, Okmulgee, Oklahoma 74447",918-245-6644
Whitmer's Porta Morgue,"211 N Muskogee Avenue, Okmulgee, Oklahoma 74447",918-245-3577
Green Hill Funeral Home,"607 E 5th Street, Okmulgee, Oklahoma 74447",918-224-2312
Smith Funeral Home,"220 S Alabama Avenue, Okmulgee, Oklahoma 74447",918-224-1313
Martin Funeral Home,"303 East 7th St, Okmulgee, Oklahoma 74447",(580) 928-2525
Rose Chapel Funeral Service,"110 S Maple Street, Oologah, Oklahoma 74053",580-928-3333
Redinger Funeral Home,"9901 N Owasso Expressway, Owasso, Oklahoma 74055",580-922-4226
Swearingen Funeral Home,"116 N Main Street, Owasso, Oklahoma 74055",(405) 382-3456
Mc Clure Funeral Home,"9110 N Garnett Road, Owasso, Oklahoma 74055",580-393-4342
Good Samaritan Funeral Service,"500 N Willow Street, Pauls Valley, Oklahoma 73075",580-938-5122
Mason Funeral Home,"1601 S Chickasaw Street, Pauls Valley, Oklahoma 73075",(580) 938-2521
Resthaven Funeral Home,"223 E 6th Street, Pawhuska, Oklahoma 74056",(405) 275-2200
Walker Funeral Service,"600 Illinois Street, Pawnee, Oklahoma 74058",405-273-4700
Shidler Funeral Home,"122 N Main Street, Perkins, Oklahoma 74059",(918) 793-2311
Peters-Stumpff Funeral Home,"1010 N 7th Street, Perry, Oklahoma 73077",918-396-1111
Skiatook Funeral Home,"203 Fir Street, Perry, Oklahoma 73077",918-396-9500
Becker Funeral Home Inc,"419 S Connell Avenue, Picher, Oklahoma 74360",(580) 569-2400
Preston-Leckie Funeral Home,"301 S Pocola Boulevard, Pocola, Oklahoma 74902",(580) 569-2345
Johnson Funeral Home,"2016 N 14th Street, Ponca City, Oklahoma 74601",918-288-6334
Grace Manor Funeral Home,"505 W Grand Avenue, Ponca City, Oklahoma 74601",918-962-3300
Mallory Martin Funeral Home,"227 E Aspen Street, Pond Creek, Oklahoma 73766",918-962-2555
Stewart Funeral Service,"411 Dewey Avenue, Poteau, Oklahoma 74953",(580) 782-2727
King & Shearwood Funeral Home Inc,"28918 205th Avenue, Poteau, Oklahoma 74953",(918) 967-0044
Mallory Funeral Home,"1405 W Main, Prague, Oklahoma 74864",918-469-2111
Colonial Chapel Funeral Home,"1525 NE 1st Street, Pryor, Oklahoma 74361",(405) 372-1811
Palmer Marler Carberry Funeral,"303 W Washington Street, Purcell, Oklahoma 73080",405-372-1811
Strode Funeral Home Inc,"127 S Canadian Street, Purcell, Oklahoma 73080",(405) 372-5550
Hart Funeral Home,"1015 Main Street, Quinton, Oklahoma 74561",918-696-6996
Roberts / Reed-Culver Funeral Home,"700 Main Street, Quinton, Oklahoma 74561",(918) 696-2136
Pickard Funeral Home,"214 E Main Street, Ringling, Oklahoma 73456",580-759-2221
Parks Brothers Funeral Service,"108 E Main Street, Ringling, Oklahoma 73456",(918) 968-2577
De Arman's Clagg Funeral Home,"100 Ranger Boulevard, Roland, Oklahoma 74954",580-622-2121
Krien Funeral Home,"326 W Blakely, Rush Springs, Oklahoma 73082",580-622-5551
Green Country Funeral Home,#VALUE!,918-458-5055
Hart Funeral Home,"102 E Chickasaw Avenue, Sallisaw, Oklahoma 74955",918-456-8823
Reed-Culver Funeral Home,"123 S Wheeler Avenue, Sallisaw, Oklahoma 74955",918-456-2551
Shaw Funeral Home Inc,"4 W 41st Street, Sand Springs, Oklahoma 74063",(580) 328-5578
Cooper Funeral Home,"211 E Broadway Street, Sand Springs, Oklahoma 74063",(405) 598-2124
Hart-Wyatt Funeral Home Inc,"624 S 221st West Avenue, Sand Springs, Oklahoma 74063",(580) 342-6204
Dudley Funeral Homes,"400 E Teel Road, Sapulpa, Oklahoma 74066",(580) 437-2203
Lockstone Funeral Home Of Thomas Inc,"1208 S Main Street, Sapulpa, Oklahoma 74066",(580) 661-2324
Tipton Memorial Chapel,"210 N Broadway Street, Sayre, Oklahoma 73662",(580) 667-5241
Campbell-Watts-Tishomingo Funeral Home,"906 N 4th Street, Sayre, Oklahoma 73662",(580) 371-9557
Anderson Funeral Home,"105 E Gary England Avenue, Seiling, Oklahoma 73663",(580) 628-2323
McCafferty-Bolick-Green Funeral Home,"100 W Strothers Avenue, Seminole, Oklahoma 74868",(580) 628-2525
Alderwoods-Heath Funeral Home & Cremation Center,"114 S 3rd Street, Sentinel, Oklahoma 73664",(918) 446-6633
Butler-Stumpff Funeral Home & Crematory,"1501 S Main Street, Shattuck, Oklahoma 73858",(918) 587-7000
Dyer Memorial Chapel Inc,"109 S Main Street, Shattuck, Oklahoma 73858",(918) 425-5549
Fitzgerald Funeral Service,"44909 Highway 3, Shawnee, Oklahoma 74801",(918) 585-1151
Jack's Memory Chapel Inc,"201 E 45th Street, Shawnee, Oklahoma 74804",(918) 428-4431
Mark Griffith Memorial Funeral Home,"207 S Gypsy Street, Shidler, Oklahoma 74652",(918) 446-0010
Moore's Eastlawn Chapel,"14206 N Cincinnati Avenue, Skiatook, Oklahoma 74070",(918) 622-1155
Moore's Memory Chapel,"1000 S Lombard Lane, Skiatook, Oklahoma 74070",(918) 583-6148
Moore's Rosewood Chapel,"622 E Street, Snyder, Oklahoma 73566",(918) 744-1202
Moore's Southlawn Chapel,"1302 D Street, Snyder, Oklahoma 73566",(918) 663-2233
Nick Reynolds Funeral Service,"222 S Cincinnati Avenue, Sperry, Oklahoma 74073",(918) 838-1332
Ninde Funeral Directors Inc-Garden Chapel,"701 W Broadway Street, Spiro, Oklahoma 74959",(918) 742-5556
Ninde Funeral Directors Inc-Whisenhunt Chapel,"112 N Main Street, Spiro, Oklahoma 74959",(918) 592-3666
Ninde Funeral Directors Inc-Woodland Chapel,"221 S Oklahoma Avenue, Spiro, Oklahoma 73554",(918) 250-5556
Rose Hill Funeral Home & Memorial Park,"808 E Main Street, Stigler, Oklahoma 74462",(918) 835-4421
Stanleys Funeral Service,"204 NE F Street, Stigler, Oklahoma 74462",(918) 743-6271
Huckleberry Funeral Service,"515 S Duncan Street, Stillwater, Oklahoma 74074",(580) 933-7809
Miller & Miller Funeral Home,"5106 N Washington Street, Stillwater, Oklahoma 74075",(580) 933-5550
Wilkinson Mortuary,"610 S Duncan Street, Stillwater, Oklahoma 74074",(580) 623-5222
Dudley Funeral Homes,"1400 W Locust Street, Stilwell, Oklahoma 74960",(580) 228-3535
Marshall Funeral Home,"801 W Locust St-Highway 100 W, Stilwell, Oklahoma 74960",(580) 824-2311
R L Lockstone Funeral Home Inc,"305 W Smith Street, Stratford, Oklahoma 74872",(580) 772-5535
Millsap Funeral Service,"801 W 5th Street, Stroud, Oklahoma 74079",(918) 464-2251
Thomas Funeral Home,"1129 W 1st Street, Sulphur, Oklahoma 73086",(918) 788-3343
Williamson Funeral Home Inc,"3370 Highway 7 West, Sulphur, Oklahoma 73086",(405) 786-2389
Hart Funeral Home Inc,"203 Commercial Road, Tahlequah, Oklahoma 74464",(918) 723-5422
Roberts Funeral Home,"1506 N Grand Avenue, Tahlequah, Oklahoma 74464",(918) 723-5438
Jones-Harkins Funeral Home,"117 W Delaware Street, Tahlequah, Oklahoma 74464",918-465-2341
Waldrop Funeral Home,"106 S Broadway, Taloga, Oklahoma 73667",918-465-2228
Alexander Funeral Homes,"210 W Walnut Street, Tecumseh, Oklahoma 74873",580-668-2426
Billings Funeral Home,"122 W Texas Street, Temple, Oklahoma 73568",580-254-2644
Billings Funeral Home,"102 W Apache Street, Terral, Oklahoma 73569",580-254-2644
Zwanziger Funeral Home,"106 S 10th Street, Thomas, Oklahoma 73669",580-256-3346
Huckleberry Funeral Service,"220 E Main, Tipton, Oklahoma 73570",(580) 981-7070
De Arman Wynnewood Funeral Home,"305 E Main Street, Tishomingo, Oklahoma 73460",(405) 665-4554
Davis Yale Chapel,"505 Thunderbird Road, Tonkawa, Oklahoma 74653",918-387-3030
Yale Palmer Funeral Home,"400 E Grand Avenue, Tonkawa, Oklahoma 74653",918-387-2455
Yanda & Son Funeral Home,"1823 W 51st Street, Tulsa, Oklahoma 74107",405-350-7101
Aasum Funeral Home Autumn Chapel,"2103 E 3rd Street, Tulsa, Oklahoma 74104",(541) 926-5541
Fisher Funeral Home Inc,"1610 E Apache Street, Tulsa, Oklahoma 74106",(541) 928-3349
Twin Oaks Funeral Home,"1402 S Boulder Avenue, Tulsa, Oklahoma 74119",541-740-6257
Twin Oaks Funeral Home,"801 E 36th Street N, Tulsa, Oklahoma 74106",541-740-6257
Caldwell's Luce-Layton Mortuary,"4424 S 33rd West Avenue, Tulsa, Oklahoma 74107",(503) 325-1811
Hughes-Ransom Mortuary,"1908 S Memorial Drive, Tulsa, Oklahoma 74112",503-325-2535
Ocean View Cremation & Burial,"1403 S Peoria Avenue, Tulsa, Oklahoma 74120",503-338-7200
Coles Funeral Home,"2570 S Harvard Avenue, Tulsa, Oklahoma 74114",541-523-4300
Gray's West & Co (Pioneer Chapel),"9350 E 51st Street, Tulsa, Oklahoma 74145",(541) 523-3677
Amling & Schroeder Funeral Services Bandon Chapel,"1916 S Sheridan Road, Tulsa, Oklahoma 74112",(541) 347-2907
Pegg Paxson & Springer Funeral Chapel,"3841 S Peoria Avenue, Tulsa, Oklahoma 74105",(503) 644-1176
Autumn Funerals LLC,"2211 E 6th Street, Tulsa, Oklahoma 74104",541-318-0842
Baird Funeral Home & Crematory,"5757 S Memorial Drive, Tulsa, Oklahoma 74145",541-382-0903
Deschutes Memorial Gardens,"4161 E Admiral Pl, Tulsa, Oklahoma 74115",541-382-5592
Niswonger & Reynolds Inc,"3959 E 31st Street, Tulsa, Oklahoma 74135",541-382-2471
Cornerstone Funeral Services & Cremation,#VALUE!,(503) 637-5020
Brookings Funeral Home,"311 N Dalton Avenue, Valliant, Oklahoma 74764",(541) 469-2752
Redwood Memorial Chapel,"201 E Wilson, Valliant, Oklahoma 74764",(541) 469-9112
LaFollette's Chapel,"208 N Noble Avenue, Watonga, Oklahoma 73772",(541) 573-2731
Canby Funeral Chapel,"414 N Elm Street, Waurika, Oklahoma 73573",(503) 266-1144
Clausen's Illinois Valley Funeral Home,"310 E Cecil Street, Waynoka, Oklahoma 73860",(541) 592-4110
Central Valley Cremation And Funeral Care,"210 N Custer, Weatherford, Oklahoma 73096",(541) 664-8311
Conger Morris Funeral Chapel,"113 Commercial Street, Webbers Falls, Oklahoma 74470",541-664-3361
Sweeney Mortuary,"5th & Jefferson, Welch, Oklahoma 74369",(541) 384-2001
Coos Bay Chapel,"616 S Seminole, Weleetka, Oklahoma 74880",(541) 267-3131
Myrtle Grove Funeral Svc-Bay,"Main & Market Street, Westville, Oklahoma 74965",541-269-2851
Nelson's Bay Area Mortuary,"404 S Williams, Westville, Oklahoma 74965",541-267-4216
Ocean View Memory Gardens,"201 N Central Street, Wilburton, Oklahoma 74578",541-888-4709
Sunset Memorial Park-Cemetery,"1208 Highway 2 North, Wilburton, Oklahoma 74578",541-267-7182
Amling  / Schroeder Funeral Services Coquille Chapel,"1302 7th Street, Wilson, Oklahoma 73463",(541) 396-3846
Myrtle Grove Funeral Services,"1621 Downs Avenue, Woodward, Oklahoma 73801",(541) 269-2851
De Moss-Durdan Garden Chapel,"1621 Downs Avenue, Woodward, Oklahoma 73801",541-754-6255
Mc Henry Funeral Home & Crmtn,"1322 8th Street, Woodward, Oklahoma 73801",541-757-8141
Smith-Lund-Mills Funeral Chapel & Crematorium,"1005 N Main Street, Wright City, Oklahoma 74766",(541) 942-0185
England's Creswell Memorial,"103 E Cherokee Street, Wynnewood, Oklahoma 73098",541-895-2522
Bollman Funeral Home,"107 N Main Street, Yale, Oklahoma 74085",(503) 623-3286
Dallas Mortuary Chapel,"500 E Detroit Avenue, Yale, Oklahoma 74085",(503) 623-2325
Estacada Funeral Chapel,"1500 W Vandament Avenue, Yukon, Oklahoma 73099",(503) 630-3829
Alpha Cremation Service CO,"805 Ellsworth Street Sw, Albany, Oregon 97321",541-686-3064
Chapel of Memories Funeral,"306 Washington Street Sw, Albany, Oregon 97321",541-687-1431
England's Creswell Memorial Chapel,"34275 Riverside Drive Southwest, Albany, Oregon 97321",541-686-2035
MT Calvary Cemetery,"34275 Riverside Drive Southwest, Albany, Oregon 97321",541-686-8722
Poole-Larsen Funeral Home,"1165 Franklin Ave, Astoria, Oregon 97103",541-484-1435
Forest Grove Memorial Chapel,"576 12th Street, Astoria, Oregon 97103",503-357-3126
Rose Fuiten & Hoyt Funeral Home,"1213 Franklin Avenue, Astoria, Oregon 97103",(503) 357-2161
Cochran & Waud Sunset Chapel,"1950 Place Street, Baker City, Oregon 97814",(503) 656-4271
Litty's Gold Beach Funeral Home,"1500 Dewey Ave, Baker City, Oregon 97814",(541) 247-6929
Chapel of the Valley- L B Hall Funeral Home,"W 8th & Oregon St, Bandon, Oregon 97411",(541) 479-7581
Grants Pass Funeral Alternativ,"4675 Sw Watson Ave, Beaverton, Oregon 97005",541-476-3710
Hull & Hull Funeral Directors,"61555 Parrell Road, Bend, Oregon 97702",541-476-4453
Stephens Family Chapel,"2425 NE Tweet Place, Bend, Oregon 97701",541-476-7900
Affordable Funeral Alternative,"63875 N Highway 97, Bend, Oregon 97701",503-618-9396
Aftercare Cremation & Burial Service,"105 NW Irving Avenue, Bend, Oregon 97701",503-388-6168
Bateman Carroll Funeral Home,"18625 Se Bakers Ferry Rd, Boring, Oregon 97009",(503) 665-2128
Family Memorial Mortuary LLC,"517 Railroad Ave, Brookings, Oregon 97415",(503) 736-0102
Gresham Funeral Chapel,"1020 Fifield St, Brookings, Oregon 97415",(503) 618-8176
Gethsemani Catholic Cemetery,"332 W Monroe St, Burns Options, Oregon 97720",(503) 659-1350
Lincoln Willamette Funeral,"160 S Grant St, Canby, Oregon 97013",503-771-1191
Oregon Cremation CO,"26569 Redwood Hwy, Cave Junction, Oregon 97523",503-235-3104
Sunnyside Chimes Memorial,"800 S Front St, Central Point, Oregon 97502",503-659-1184
Telophase Cremation Service,"800 S Front Street, Central Point, Oregon 97502",503-654-7735
Sweeney Mortuary,"216 S Main St, Condon, Oregon 97823",(541) 676-9600
Burns Mortuary,"685 W Anderson Ave, Coos Bay, Oregon 97420",541-567-6474
Donelson - Fir Lawn Memorial Center,"2645 Woodland Drive, Coos Bay, Oregon 97420",(503) 640-2277
Donelson Sewell & Mathews Mortuary,"405 Elrod Avenue, Coos Bay, Oregon 97420",(503) 648-3158
Fir Lawn Mortuary,"1525 Ocean Boulevard Northwest, Coos Bay, Oregon 97420",503-640-2277
Tualatin Valley Funeral,"63060 Millington Frontage Road, Coos Bay, Oregon 97420",(503)   693-7965
Anderson Funeral Home,"225 N Birch St, Coquille, Oregon 97423",(541) 386-1000
Farnstrom Mortuary Inc,"265 Rink Creek Rd, Coquille, Oregon 97423",(503) 838-1414
Driskill Memorial Chapel,"815 Nw Buchanan Avenue, Corvallis, Oregon 97330",541-575-0529
Murphy-Musgrove Funeral Home,"206 NW 5th Street, Corvallis, Oregon 97330",(541) 998-2152
All Care Funeral & Cremation,"123 S 7th St, Cottage Grove, Oregon 97424",(503) 393-3337
Keizer Funeral Chapel,"228 W Oregon Avenue, Creswell, Oregon 97426",(503) 393-7037
Affordable Cremation Care,"694 Main St, Dallas, Oregon 97338",(541) 887-2888
Davenport's Chapel Of The Good Shepherd,"287 Sw Washington St, Dallas, Oregon 97338",(541) 883-3458
O'Hair-Riggs Funeral Chapel,"110 1st Ave, Estacada, Oregon 97023",(541) 884-3456
Daniels Chapel Of The Valley,"5300 W 11th Avenue, Eugene, Oregon 97402",(541) 963-5332
Loveland Funeral Chapel,"225 S Danebo Avenue, Eugene, Oregon 97402",541-963-5022
Autumn Funerals,"1152 Olive Street, Eugene, Oregon 97401",541-536-9911
LA Pine Funeral Home,"220 Crest Drive, Eugene, Oregon 97405",541-536-5104
Desert Rose Funeral Chapel,"1100 Charnelton Street, Eugene, Oregon 97401",(541) 947-5995
Jim Huffstutter,"2308 Pacific Avenue, Forest Grove, Oregon 97116",541-947-4295
Ousley Osterman Huffstutter,"2308 Pacific Ave, Forest Grove, Oregon 97116",541-947-3264
Huston-Jost Funeral Home & Crematory,"260 82nd Dr, Gladstone, Oregon 97027",(541) 258-2123
Pacific View Memorial Chapel Gardens & Cremation,"130 Hillcrest St, Gold Beach, Oregon 97444",(541) 994-4662
Bel-Air Colonial Funeral Home,"2065 Upper River Rd, Grants Pass, Oregon 97526",(541) 475-2241
Macy & Son Funeral Directors,"106 NW Evelyn Avenue, Grants Pass, Oregon 97526",(503)   472-6151
Abbey Funeral,"612 NW A Street, Grants Pass, Oregon 97526",(541) 773-7117
Conger-Morris Funeral Directors,"1629 Williams Highway, Grants Pass, Oregon 97527",541-772-7111
Hillcrest Memorial Park & Mortuary,"135 NW 1st Street, Gresham, Oregon 97030",(541) 773-6162
Memory Gardens Memorial Park,"1304 E Powell Blvd, Gresham, Oregon 97030",541-773-7338
PERL Funeral Home,"520 W Powell Blvd, Gresham, Oregon 97030",541-772-5488
Rogue Valley Funeral Alternatives,"1304 East Powell Blvd, Gresham, Oregon 97030",(541) 770-6505
Peake Funeral Chapel,"257 Se Roberts Ave, Gresham, Oregon 97080",(503) 654-7755
Stehn's Milwaukie Funeral Home,"11666 SE Stevens Road, Happy Valley, Oregon 97086",(503) 654-7717
Unger Funeral Chapel,"11801 SE Mount Scott Boulevard, Happy Valley, Oregon 97086",(503) 845-2592
Mountain View Memorial Chapel & Crematory,"11667 SE Stevens Road, Happy Valley, Oregon 97086",(541) 863-3148
Myrtle Creek Family Funeral Home,"11667 Southeast, Happy Valley, Oregon 97086",(541) 863-5122
Amling Schroeder Myrtle Point,"11667 SE, Happy Valley, Oregon 97086",(541) 572-2524
Attrell's Newberg Funeral Home,"320 E Matlock St, Heppner, Oregon 97836",(503)   538-2191
Affordable Burial & Cremation,"685 W Hermiston Avenue, Hermiston, Oregon 97838",541-265-7111
Bateman Funeral Home,"1070 W Main St, Hillsboro, Oregon 97123",(541) 265-2751
North Bend Chapel,"171 NE 3rd Ave, Hillsboro, Oregon 97124",(541) 756-0440
Lienkaemper Funeral Home,"1070 W Main Street, Hillsboro, Oregon 97123",541-372-2235
Oakridge Chapel Of The Woods,"237 W Main Street, Hillsboro, Oregon 97123",(541) 782-4328
Haren-Wood Funeral Chapel,"1401 Belmont Ave, Hood River, Oregon 97031",541-889-9335
Lienkaemper Chapel,"410 Monmouth St, Independence, Oregon 97351",541-889-5353
Hillside Chapel Inc,"241 S Canyon Boulevard, John Day, Oregon 97845",(503) 656-4285
Holman Hankins Bowker & Waud Inc,"480 W 7th Ave, Junction City, Oregon 97448",(503) 656-2661
Bishop Funeral Chapel,"3700 River Road N Suite # 10, Keizer, Oregon 97303",(541) 276-1221
Burns Mortuary,"4365 River Road N, Keizer, Oregon 97303",541-276-2331
Pendleton Pioneer Chapel,"1229 E. Main Street, Klamath Falls, Oregon 97601",541-276-1221
Port Orford Funeral Services,"6420 S 6th St, Klamath Falls, Oregon 97603",(541) 332-3400
Affordable Family Memorials,"515 Pine St, Klamath Falls, Oregon 97601",503-515-7640
Autumn Funerals & Cremations,"1502 7th Street, La Grande, Oregon 97850",503-443-4900
Caldwell's Hennessey Goetsch,"1508 4th Street, La Grande, Oregon 97850",503-232-4111
Cox Funeral Home Inc,"51636 Huntington Road, La Pine, Oregon 97739",503-281-4891
Crown Memorial Ctr-Cremation,"16468 Finley Butte Road, La Pine, Oregon 97739",503-653-7076
